1.5708,5.5552,2.3069
1.7395,4.0496,2.0207
1.5709,17.833,2.5262
1.6214,6.4813,2.2736
1.5708,8.977,2.392
1.5979,8.9662,2.4986
1.584,8.984,2.4936
1.5734,13.05,2.6187
1.5509,5.4439,2.3942
1.5638,5.2457,2.2907
1.5708,8.977,2.392
1.5608,4.2327,2.2225
1.6209,5.396,2.3105
1.555,7.7225,2.4648
1.558,11.511,2.5264
1.5391,6.6045,2.3699
1.5897,8.9899,2.6407
1.7787,6.9219,3.1256
1.7708,5.4226,2.771
1.6945,8.0178,3.3091
1.7057,8.0574,3.6099
1.3262,5.6799,3.2562
1.5805,8.8,4.2355
1.4489,4.6912,3.0302
1.4759,8.0784,3.1221
1.4536,4.0743,3.1494
1.73,7.4768,3.5835
1.5855,8.0452,4.1592
1.721,11.263,3.2708
1.6597,15.271,3.7423
1.5712,13.76,3.5311
1.5506,8.6513,3.4967
1.7605,9.0982,3.3431
1.2723,6.6018,3.0931
1.5402,17.76,3.4651
0.7911,3.3839,2.4993
1.8488,5.0841,3.2298
2.0453,4.6583,3.2807
1.5722,21.166,3.4231
1.476,4.064,2.0187
1.5421,29.296,5.9695
1.5736,11.68,4.5023
1.1667,7.3837,3.3347
1.4919,11.799,5.0886
1.5209,3.9779,1.778
1.7166,15.814,4.4742
1.7371,6.7152,4.1185
1.5967,5.1383,2.127
1.8325,10.605,4.302
1.5729,6.6128,4.4452
1.5677,10.849,5.6047
1.1729,4.2603,2.6199
1.2356,9.2133,4.1118
1.6965,11.744,3.9411
1.9071,6.4123,3.2184
1.6932,11.039,6.4663
1.6663,25.56,6.2748
1.4208,7.7515,6.418
2.0461,6.1507,3.2906
0.43307,6.2613,4.3776
1.2478,10.617,2.713
1.3622,15.031,5.611
1.6218,3.4597,3.3269
1.3907,9.3512,6.8766
1.4585,9.9785,5.5577
1.219,6.1983,4.1515
1.5725,29.255,4.8907
2.6482,4.436,2.444
1.291,8.9484,5.061
1.487,16.854,6.8712
0.86008,5.0465,3.1847
1.6042,34.334,6.8222
1.5643,25.457,5.0667
1.6661,27.384,6.0316
1.4979,7.3353,4.4618
1.8612,6.7774,2.7619
1.5779,23.803,8.4194
1.5703,13.172,7.298
1.648,8.1197,3.5153
1.7564,15.582,8.1461
1.251,9.7089,5.1225
1.2811,5.6211,2.944
1.5684,23.22,4.9621
2.1859,7.3883,5.7227
1.7868,10.633,5.3491
1.379,17.394,5.4504
1.7624,7.8607,4.5358
1.5879,3.8873,1.974
1.4468,5.3168,3.0505
1.4462,6.926,3.5672
0.34832,8.1497,5.0928
2.8966,7.0718,2.0222
0.33027,6.0675,4.6883
1.5851,4.2233,2.1473
1.5458,3.9953,1.8624
1.5356,7.725,3.5018
0.95124,4.1937,2.6061
1.6489,34.688,11.655
1.4567,10.5,4.7669
1.6018,4.1912,1.8401
1.5834,60.17,10.294
1.8768,9.6504,2.7107
1.6051,28.339,8.1262
1.3331,8.862,4.395
1.6107,4.2947,2.1658
1.4731,41.269,9.1446
1.6006,48.688,8.5846
1.6742,6.2886,2.576
1.5946,8.9829,5.5072
1.4661,16.127,6.4482
1.3645,21.299,6.9617
1.5581,8.0209,2.0583
2.1625,9.7038,4.8722
2.2777,4.5102,3.2738
1.7444,7.8454,3.5863
1.9233,8.3195,3.3913
1.5928,47.674,9.0658
1.8241,17.885,7.6561
1.5663,12.617,6.9312
1.4212,4.1656,2.0096
2.0946,5.9539,3.3457
1.7153,15.693,3.9451
1.7781,9.3453,3.5581
1.6944,5.9823,3.2262
1.2241,3.6299,2.7706
1.687,6.4643,5.3088
1.2073,10.024,3.6418
1.5986,3.8387,2.0747
1.4074,18.383,8.4013
2.0149,7.8394,3.3369
1.4263,6.9002,3.3531
2.2973,6.7603,5.1852
2.1821,3.2441,2.5147
1.2163,16.73,8.4158
1.5197,16.211,4.2364
3.0061,6.8859,6.6215
1.2945,11.621,8.1521
1.4692,12.804,4.8398
1.936,13.746,5.3795
1.6506,14.053,3.843
1.1692,5.8329,3.8371
1.7334,28.037,8.5527
1.5664,9.5855,6.0101
1.7443,7.7715,3.1193
1.2953,15.345,5.9326
2.3555,4.569,3.3759
1.7961,26.257,4.4168
1.8159,7.1011,5.9952
1.2901,27.593,9.2692
1.72,28.114,12.498
1.7118,9.1491,2.7195
2.7889,8.3637,4.9442
0.0011329,6.2988,2.215
1.6353,9.728,8.1071
1.7285,7.9828,4.4592
1.2998,10.856,5.4906
1.5904,21.521,5.3808
1.5771,9.2128,2.0949
1.6165,45.207,12.606
1.7498,12.649,6.2872
1.7024,44.251,11.988
1.0827,4.264,3.731
1.7498,6.5573,4.3381
1.5194,12.437,3.4558
1.3748,14.241,5.8306
1.8242,36.693,8.1145
1.5959,35.204,6.9686
1.5163,5.2794,2.2463
1.2274,10.677,7.8675
1.2977,27.805,9.9104
1.7626,46.874,9.2499
1.8921,6.3528,2.553
1.1984,17.128,14.17
1.3779,9.9994,2.8777
1.5913,11.785,3.5714
1.5938,34.758,3.549
1.4902,23.211,4.3436
0.16599,5.4427,3.0227
1.4326,6.9471,3.6317
1.6759,43.996,8.075
1.6005,4.2328,1.8128
1.5022,41.832,12.986
1.6169,84.938,10.951
1.5708,8.8376,2.0128
1.704,12.261,2.437
1.688,47.105,9.2956
0.16441,12.334,5.8309
0.87983,7.6011,4.8003
1.5485,23.356,6.1304
1.5762,9.774,5.1681
2.0717,4.0435,2.6022
2.8781,6.1756,4.1042
1.3913,6.7107,3.4737
1.8729,15.182,6.6282
1.878,40.012,7.6878
1.5723,9.9619,2.8886
1.6107,8.5136,4.9937
2.0105,7.5094,4.348
1.1964,9.4022,2.739
1.4654,6.6384,4.2617
1.8353,41.101,9.2639
1.2779,6.6461,2.869
1.4383,13.193,7.7595
1.266,6.4552,2.5576
1.5453,6.4789,2.1624
2.1857,4.2337,2.7142
1.5701,20.6,2.1673
1.6946,14.051,2.7416
1.4864,4.0896,2.0611
2.791,4.296,3.2882
1.5753,27.399,13.083
1.4924,40.427,5.2068
1.7692,14.122,4.3512
1.5209,3.9779,1.778
1.5545,12.849,3.9857
1.7009,5.9671,4.1696
0.7594,7.3798,4.0043
1.5845,14.708,3.6164
2.1814,7.3681,5.7779
0.031677,8.3388,6.3694
0.22157,4.2413,4.0707
1.8792,4.6113,3.2063
2.0043,4.2609,2.4694
1.3562,4.1942,2.3701
1.2818,28.596,7.3096
1.6993,13.994,2.5284
2.0799,3.9765,2.7192
1.8812,6.7134,3.2414
1.4939,45.151,15.374
1.5985,10.702,4.6659
1.4247,4.6521,3.4822
1.6336,5.8543,3.6542
1.6315,7.8121,3.6165
1.5612,11.812,2.1458
1.5844,154.23,13.715
1.5153,108.94,13.479
1.5413,7.8234,2.1772
1.3125,52.497,8.2378
1.547,7.7314,2.173
1.5178,45.301,5.1048
1.4479,10.347,4.3822
1.6197,37.486,4.6673
1.4556,28.831,15.397
1.5941,57.271,18.438
0.8648,19.425,9.7931
2.2806,5.3556,3.7593
1.6369,5.1536,1.9401
2.1282,4.5909,2.3299
1.5394,3.5978,2.1005
1.2351,4.1049,2.7049
1.6416,7.7425,2.4627
1.8424,8.7769,4.6364
2.1758,8.5904,6.0498
1.6836,7.1042,5.0816
1.914,6.5528,2.7945
1.5092,4.1729,2.1639
1.9801,17.298,13.366
1.095,17.97,12.387
1.4658,8.6716,3.3452
1.3402,18.212,6.0678
0.67018,13.201,7.3204
1.3915,6.7196,4.6889
1.6054,20.482,3.0776
1.3168,21.155,4.6276
1.5875,4.9308,3.419
1.5697,9.2691,5.2828
1.5898,9.934,2.6158
1.5676,6.3736,2.2346
1.0138,6.1791,4.6161
0.4963,10.046,5.0284
1.421,14.927,3.8128
1.5291,32.807,3.5846
1.5088,7.148,2.8708
1.0115,5.0817,2.654
1.8011,47.366,10.781
1.7962,27.754,8.2854
1.3931,7.1726,5.3249
1.7932,25.811,15.952
1.4749,17.935,10.216
0.52655,17.574,13.443
1.5832,9.7722,2.2129
1.5488,21.445,5.0446
1.5958,5.0874,2.7196
1.637,69.704,17.599
0.11633,12.083,6.6168
3.0727,3.8696,1.8628
1.7783,52.766,16.621
1.9924,4.8359,3.7505
1.3279,7.5023,2.4925
1.6208,10.689,4.1242
1.1839,10.815,4.4558
0.8031,7.034,3.2232
0.81486,8.5056,5.5155
1.1853,7.0293,4.4769
0.99414,7.138,3.9662
1.0329,21.112,6.7233
1.5962,18.24,6.7799
1.6533,10.168,4.7758
1.9336,25.254,16.586
1.5279,31.205,5.0933
1.5602,5.2519,1.9481
1.6445,9.6643,3.3906
1.3327,65.918,10.757
0.57157,7.9617,3.495
1.8838,4.4276,2.4684
1.4042,16.391,3.2498
1.5504,68.007,19.856
1.424,20.206,8.9013
1.2047,3.8335,2.4869
1.5606,10.208,6.7899
1.9465,9.9682,6.9204
1.9005,4.5766,2.4219
1.3029,5.6497,3.5224
1.2344,4.3349,2.32
1.9036,4.081,3.2905
1.1274,10.777,3.6879
1.6715,23.1,11.173
1.2291,4.2983,3.1467
1.7392,7.7572,5.7529
2.3713,4.5097,2.982
0.39304,14.559,9.603
2.3043,19.752,12.403
1.5177,5.3581,3.7792
1.8057,9.0019,3.8876
1.557,23.353,5.0957
1.7435,16.542,4.4876
1.5757,83.728,3.6083
1.5637,15.249,4.074
1.5613,50.533,4.8129
1.4323,64.537,16.435
1.4888,5.2595,2.509
1.5851,12.479,3.1958
0.9664,17.603,7.6915
1.5482,6.2785,2.0925
1.4445,22.533,4.3059
1.9417,5.3745,2.5959
1.4931,3.9898,2.6226
2.2297,22.224,13.786
1.6036,15.391,8.2313
1.5044,9.7463,3.4436
1.5962,15.371,4.242
0.97211,4.7745,3.6406
1.493,18.395,10.198
1.829,6.0664,4.6604
1.9463,4.3205,3.0139
1.3369,25.592,6.963
1.8564,7.7543,2.4889
1.7868,32.38,5.0886
1.5269,4.2307,1.9237
1.3926,5.4305,2.9974
1.5969,22.377,5.303
1.4018,7.9814,3.0178
0.39828,2.96,2.5597
1.4807,10.563,2.9057
0.75547,7.7949,7.5423
1.7493,21.317,4.985
1.8623,8.0839,6.6614
1.397,56.862,8.6357
1.5265,119.66,19.887
0.81172,3.2068,2.4533
1.4775,18.179,6.0823
1.6179,10.456,4.1495
1.5269,4.2307,1.9237
1.0594,16.01,6.0107
1.695,20.087,5.874
1.5827,25.312,8.4033
2.2003,5.1018,4.1362
1.5292,3.5903,1.862
1.6897,38.339,23.214
1.3922,11.038,7.7751
0.87132,7.2331,5.3151
1.4952,116.97,18.425
2.0221,29.453,6.56
2.0823,27.061,4.7863
1.7184,78.565,6.4038
1.8361,8.0229,2.5795
1.6017,3.9713,2.0493
0.96834,7.2902,5.1832
1.9004,5.68,3.1011
1.5822,14.327,9.0863
1.5047,4.0069,1.9102
1.4994,3.7922,1.9008
2.3654,3.4218,2.3841
1.554,13.92,6.0055
1.4781,3.536,2.8277
1.2502,5.5124,4.1129
1.6919,32.005,5.7379
1.5773,6.504,2.011
1.9334,8.0974,4.7598
2.5068,5.1642,3.3133
1.5615,12.559,3.8157
1.6371,15.275,3.618
1.5661,4.1969,1.8838
1.5208,6.9404,3.2918
1.4442,20.759,7.0803
1.7124,31.865,7.0589
1.488,7.3903,2.8475
1.5711,8.9839,2.1806
1.3023,6.315,2.9549
1.2331,31.249,11.633
1.4514,16.308,3.1797
1.4855,88.624,8.1941
1.5151,17.897,2.8844
0.609,3.2112,2.4982
1.3698,6.5767,5.9134
1.5433,25.049,5.7354
1.5767,59.515,20.043
1.662,6.8733,3.7468
1.8386,8.4179,6.793
2.9655,6.0535,4.1966
1.6522,84.673,20.361
1.5552,12.482,5.3232
1.9084,10.464,2.8149
1.909,6.9674,2.3362
1.3513,15.247,4.9374
1.4984,7.5785,4.1498
1.563,3.9763,2.0467
1.1775,13.76,7.571
0.62056,17.567,6.6725
1.2142,4.3245,2.5138
1.5661,35.747,16.726
1.1872,8.0215,3.2177
1.5427,4.0844,1.9214
1.5115,3.7711,1.8653
2.3965,4.4769,3.6618
1.5736,16.901,2.6313
1.4684,29.481,4.0383
1.5639,45.113,4.5358
1.6015,5.4971,1.9881
1.4556,27.672,5.2639
1.3771,11.314,3.1187
1.6893,13.215,4.5836
1.304,5.3967,4.2226
1.4287,11.757,3.0953
1.3567,12.26,5.5286
2.1368,7.2824,6.442
1.6062,61.535,11.468
1.528,51.569,4.5651
1.5664,3.9698,2.8555
1.5973,3.9555,1.891
1.4891,17.054,7.9899
2.9559,3.7625,2.7038
2.3011,7.7203,4.656
1.1139,11.65,6.9607
1.6966,46.936,9.7791
1.7207,5.836,3.4565
1.8479,21.507,10.513
1.7103,62.02,15.345
1.9077,9.2013,3.5106
1.7787,8.6317,3.0778
1.5401,8.7472,3.5821
0.99365,4.4531,2.6109
1.6039,6.4989,2.2989
1.3954,27.756,12.529
1.5755,5.1345,1.9587
1.3866,10.348,3.7282
1.7311,47.034,3.7425
1.8881,7.1578,3.8334
1.4847,17.802,3.2786
1.5689,6.5006,2.0747
1.4281,9.9873,3.2363
1.5792,9.2132,2.221
0.55823,7.417,6.4844
1.402,11.818,4.5599
1.4795,39.571,8.0656
2.1722,10.694,5.2204
2.3499,6.6433,4.3578
1.8067,8.0077,4.5953
0.3192,8.2771,7.7818
1.4875,13.563,5.6575
1.9123,14.661,7.8273
0.77746,3.4941,2.1795
0.9355,3.1722,2.3946
1.2691,15.723,3.4015
0.92766,2.9934,2.4081
1.1706,9.6008,4.3232
1.4708,6.11,4.1958
1.3945,3.9239,2.8593
1.0331,12.147,6.1718
1.5966,6.1797,4.8321
1.8167,4.1821,2.5855
1.8263,13.902,4.5718
1.7308,7.7943,6.4515
2.2611,6.3051,2.9596
1.5693,23.752,7.1052
1.3,5.4703,3.0641
1.4868,31.575,8.7606
1.4934,21.225,4.5165
1.7617,3.8126,3.4307
1.7239,3.8736,1.7559
1.5468,34.193,5.862
1.5032,5.0046,1.9747
1.6434,10.387,6.5218
2.4267,9.8783,5.7436
2.1415,3.235,2.4978
0.73067,13.891,8.3852
0.24964,4.6151,3.4933
1.2218,15.451,7.8786
2.164,11.193,8.4917
1.5073,8.1184,3.8428
1.3068,19.869,8.1465
1.3427,61.251,18.411
1.9094,9.7412,2.5602
1.3839,18.942,8.8081
1.5584,5.1021,2.142
1.3043,5.5034,3.7992
1.8775,8.9024,3.2389
1.6691,4.1252,1.9165
1.6288,4.4687,3.4734
1.6137,3.9929,1.9946
1.6441,6.1566,3.0971
1.5383,6.5432,1.9605
1.3716,105.2,14.388
1.5909,80.254,8.5878
1.2744,9.9828,4.548
1.5218,86.278,15.996
1.5958,3.9953,1.8624
1.4925,30.008,6.7292
1.2598,13.463,6.7231
1.2756,11.067,4.5001
1.4085,9.2402,5.205
1.3064,5.2531,3.9294
1.3437,33.231,15.049
2.3562,3.3293,2.8636
1.8231,41.063,12.253
1.9314,9.1563,7.2378
0.93978,3.3749,2.4804
1.5153,9.6596,6.291
1.6104,11.202,5.4955
1.7138,15.039,3.502
1.6742,4.0943,1.8742
1.4871,8.1196,4.4556
1.3752,7.8589,5.7229
1.1646,5.9937,3.7147
1.7707,5.5011,2.4305
2.0201,5.4542,3.6664
1.5716,8.8703,4.6006
1.8065,9.8841,7.5792
2.439,5.1176,4.3431
1.5047,10.289,4.5557
1.5483,22.366,4.629
1.4625,68.167,5.6967
1.4309,47.056,4.8168
0.64671,31.548,17.126
1.103,8.6972,7.1185
1.7795,7.8201,2.8397
1.3929,7.9072,3.7764
1.4579,36.004,6.0015
0.67155,5.1533,3.858
1.771,8.5382,4.9362
1.5469,7.0698,4.9117
1.9215,43.233,25.378
0.27472,4.297,4.0586
0.46735,6.0018,4.3587
1.4049,50.058,17.715
1.5696,17.525,9.8629
2.0249,4.4794,2.4398
1.3776,4.683,2.7806
0.86637,4.0816,2.7773
0.52336,7.3361,4.7862
1.6348,7.4712,4.9979
1.4603,9.1432,5.4128
1.2915,6.6897,2.7286
2.1907,7.1586,5.273
1.8285,5.9457,4.6377
0.82531,5.174,3.734
1.9251,5.4131,2.9605
1.3364,13.252,4.707
1.4009,21.377,6.5022
1.5132,6.6042,2.0862
1.4638,11.275,2.7688
1.4677,31.194,6.4486
1.4649,23.686,3.0516
