GrainA, GrainB, SharedArea
123,68,36.20295190123456
123,87,92.77006424691356
124,145,29.414898419753083
124,147,113.13422469135801
124,157,160.65059906172837
124,162,151.59986108641974
124,177,79.19395728395061
124,182,138.02375412345677
124,195,49.77905886419752
124,29,74.66858829629629
124,47,92.77006424691356
125,138,47.516374370370364
125,141,15.838791456790121
125,150,176.4893905185185
125,161,29.414898419753083
125,163,138.02375412345677
125,173,81.45664177777776
125,191,158.38791456790122
125,192,190.06549748148146
125,64,9.05073797530864
125,78,108.60885570370368
125,82,63.355165827160484
126,145,74.66858829629629
126,149,90.50737975308641
126,158,54.30442785185184
126,166,49.77905886419752
126,167,106.34617120987653
126,175,110.87154019753085
126,197,126.71033165432097
126,198,76.93127279012344
126,6,33.940267407407404
126,81,27.15221392592592
126,89,58.829796839506166
126,94,67.88053481481481
127,139,113.13422469135801
127,141,49.77905886419752
127,148,110.87154019753085
127,150,33.940267407407404
127,156,18.10147595061728
127,160,29.414898419753083
127,179,90.50737975308641
127,180,181.01475950617282
127,184,108.60885570370368
127,2,40.72832088888888
127,31,49.77905886419752
127,38,95.03274874074073
127,73,67.88053481481481
127,76,108.60885570370368
127,9,54.30442785185184
128,135,138.02375412345677
128,141,128.97301614814813
128,153,63.355165827160484
128,171,24.88952943209876
128,193,54.30442785185184
128,28,38.46563639506172
128,31,31.677582913580242
128,64,122.18496266666665
128,66,104.08348671604936
129,152,199.1162354567901
129,156,31.677582913580242
129,170,160.65059906172837
129,174,165.1759680493827
129,186,212.69234241975306
129,190,99.55811772839505
129,194,187.8028129876543
129,35,20.36416044444444
129,48,13.57610696296296
13,133,29.414898419753083
13,190,149.33717659259258
13,194,11.313422469135801
13,24,11.313422469135801
13,46,31.677582913580242
13,56,18.10147595061728
13,58,47.516374370370364
13,79,74.66858829629629
130,168,13.57610696296296
130,169,187.8028129876543
130,172,162.91328355555552
130,180,106.34617120987653
130,183,126.71033165432097
130,197,83.71932627160493
130,26,58.829796839506166
130,30,54.30442785185184
130,39,74.66858829629629
130,81,108.60885570370368
130,89,2.26268449382716
130,97,29.414898419753083
131,136,124.44764716049382
131,146,49.77905886419752
131,147,83.71932627160493
131,178,29.414898419753083
131,179,47.516374370370364
131,180,126.71033165432097
131,183,11.313422469135801
131,21,54.30442785185184
131,30,70.14321930864196
131,39,90.50737975308641
131,44,47.516374370370364
131,45,85.9820107654321
131,68,142.5491231111111
132,142,38.46563639506172
132,154,92.77006424691356
132,155,15.838791456790121
132,161,99.55811772839505
132,178,83.71932627160493
132,18,6.78805348148148
132,192,110.87154019753085
132,199,81.45664177777776
132,37,40.72832088888888
132,43,104.08348671604936
132,51,124.44764716049382
132,54,22.626844938271603
132,62,2.26268449382716
132,88,27.15221392592592
132,92,147.0744920987654
132,93,201.37891995061725
133,136,138.02375412345677
133,139,9.05073797530864
133,164,110.87154019753085
133,168,9.05073797530864
133,170,183.27744399999997
133,185,138.02375412345677
133,190,42.99100538271605
133,50,74.66858829629629
133,55,9.05073797530864
133,56,110.87154019753085
133,79,119.92227817283948
134,14,29.414898419753083
134,167,122.18496266666665
134,171,133.49838513580247
134,172,151.59986108641974
134,186,138.02375412345677
134,190,45.253689876543206
134,193,126.71033165432097
134,35,95.03274874074073
134,48,18.10147595061728
134,66,38.46563639506172
134,89,36.20295190123456
134,94,119.92227817283948
135,140,36.20295190123456
135,141,147.0744920987654
135,153,144.81180760493825
135,155,106.34617120987653
135,171,101.82080222222221
135,176,176.4893905185185
135,187,133.49838513580247
135,194,76.93127279012344
135,28,110.87154019753085
135,85,6.78805348148148
136,139,49.77905886419752
136,147,83.71932627160493
136,160,58.829796839506166
136,168,135.76106962962962
136,179,76.93127279012344
136,180,167.43865254320986
136,185,40.72832088888888
136,26,9.05073797530864
136,56,97.2954332345679
136,68,15.838791456790121
137,144,115.39690918518517
137,164,106.34617120987653
137,167,13.57610696296296
137,168,9.05073797530864
137,173,79.19395728395061
137,195,248.89529432098763
137,196,67.88053481481481
137,3,4.52536898765432
137,33,11.313422469135801
137,50,90.50737975308641
137,77,85.9820107654321
138,140,190.06549748148146
138,141,70.14321930864196
138,150,212.69234241975306
138,151,38.46563639506172
138,183,4.52536898765432
138,184,278.3101927407407
138,189,11.313422469135801
138,192,192.3281819753086
138,199,15.838791456790121
138,25,9.05073797530864
138,4,36.20295190123456
138,40,2.26268449382716
138,49,20.36416044444444
138,70,65.61785032098764
138,78,85.9820107654321
138,9,18.10147595061728
138,95,117.65959367901233
139,150,76.93127279012344
139,160,74.66858829629629
139,179,169.701337037037
139,180,18.10147595061728
139,184,171.9640215308642
139,185,113.13422469135801
139,199,13.57610696296296
139,22,61.092481333333325
139,56,18.10147595061728
139,58,2.26268449382716
139,79,115.39690918518517
139,90,104.08348671604936
14,156,2.26268449382716
14,172,49.77905886419752
14,186,22.626844938271603
14,190,149.33717659259258
140,141,138.02375412345677
140,155,208.16697343209873
140,156,20.36416044444444
140,174,169.701337037037
140,184,20.36416044444444
140,189,149.33717659259258
140,19,88.24469525925925
140,194,20.36416044444444
140,25,72.40590380246913
140,28,13.57610696296296
140,40,22.626844938271603
140,5,9.05073797530864
140,70,65.61785032098764
140,78,149.33717659259258
140,85,2.26268449382716
141,148,67.88053481481481
141,153,33.940267407407404
141,156,142.5491231111111
141,184,4.52536898765432
141,194,6.78805348148148
141,2,22.626844938271603
141,25,72.40590380246913
141,28,38.46563639506172
141,31,113.13422469135801
141,64,83.71932627160493
141,78,97.2954332345679
141,9,106.34617120987653
142,161,49.77905886419752
142,162,255.68334780246911
142,163,45.253689876543206
142,165,174.22670602469134
142,166,147.0744920987654
142,175,4.52536898765432
142,176,101.82080222222221
142,18,9.05073797530864
142,187,124.44764716049382
142,27,70.14321930864196
142,41,9.05073797530864
142,43,95.03274874074073
142,51,54.30442785185184
142,80,56.56711234567901
142,88,92.77006424691356
143,150,144.81180760493825
143,173,56.56711234567901
143,176,244.3699253333333
143,192,4.52536898765432
143,194,119.92227817283948
143,196,18.10147595061728
143,199,42.99100538271605
143,22,65.61785032098764
143,41,79.19395728395061
143,43,18.10147595061728
143,54,4.52536898765432
143,58,42.99100538271605
143,77,42.99100538271605
143,92,144.81180760493825
143,99,54.30442785185184
144,15,22.626844938271603
144,158,27.15221392592592
144,164,88.24469525925925
144,168,187.8028129876543
144,173,171.9640215308642
144,181,2.26268449382716
144,193,95.03274874074073
144,195,4.52536898765432
144,53,56.56711234567901
144,57,11.313422469135801
144,83,31.677582913580242
145,149,113.13422469135801
145,152,61.092481333333325
145,157,230.79381837037033
145,162,101.82080222222221
145,166,228.53113387654318
145,175,149.33717659259258
145,177,42.99100538271605
145,197,162.91328355555552
145,29,54.30442785185184
145,6,11.313422469135801
145,60,29.414898419753083
146,148,79.19395728395061
146,151,178.75207501234564
146,159,140.28643861728392
146,169,58.829796839506166
146,178,70.14321930864196
146,179,149.33717659259258
146,180,140.28643861728392
146,21,54.30442785185184
146,39,70.14321930864196
146,52,22.626844938271603
146,65,9.05073797530864
146,76,101.82080222222221
146,96,138.02375412345677
147,168,81.45664177777776
147,180,2.26268449382716
147,181,24.88952943209876
147,182,101.82080222222221
147,183,2.26268449382716
147,26,72.40590380246913
147,30,74.66858829629629
147,44,61.092481333333325
147,47,72.40590380246913
147,97,160.65059906172837
148,153,88.24469525925925
148,156,124.44764716049382
148,169,205.90428893827158
148,172,13.57610696296296
148,180,85.9820107654321
148,190,20.36416044444444
148,31,45.253689876543206
148,34,83.71932627160493
148,38,38.46563639506172
148,42,67.88053481481481
148,52,106.34617120987653
148,63,65.61785032098764
148,69,92.77006424691356
148,76,11.313422469135801
148,96,79.19395728395061
149,167,126.71033165432097
149,175,45.253689876543206
149,177,262.47140128395057
149,190,210.4296579259259
149,197,181.01475950617282
149,29,74.66858829629629
149,89,54.30442785185184
15,158,45.253689876543206
15,159,54.30442785185184
15,181,49.77905886419752
15,195,2.26268449382716
150,163,4.52536898765432
150,173,160.65059906172837
150,184,56.56711234567901
150,192,119.92227817283948
150,199,108.60885570370368
150,22,18.10147595061728
150,41,20.36416044444444
150,64,9.05073797530864
150,73,72.40590380246913
151,159,171.9640215308642
151,16,11.313422469135801
151,169,33.940267407407404
151,178,42.99100538271605
151,183,6.78805348148148
151,189,248.89529432098763
151,192,244.3699253333333
151,21,74.66858829629629
151,39,40.72832088888888
151,4,72.40590380246913
151,40,117.65959367901233
151,45,42.99100538271605
151,49,122.18496266666665
151,52,4.52536898765432
151,82,42.99100538271605
151,91,27.15221392592592
151,95,2.26268449382716
151,96,52.04174335802468
152,157,156.12523007407404
152,165,31.677582913580242
152,166,33.940267407407404
152,170,54.30442785185184
152,174,115.39690918518517
152,186,165.1759680493827
152,187,203.64160444444443
152,188,158.38791456790122
152,197,83.71932627160493
152,48,29.414898419753083
152,60,83.71932627160493
152,74,2.26268449382716
152,80,29.414898419753083
153,167,36.20295190123456
153,171,153.8625455802469
153,176,54.30442785185184
153,198,113.13422469135801
153,20,15.838791456790121
153,63,74.66858829629629
153,66,79.19395728395061
153,72,115.39690918518517
153,8,31.677582913580242
153,99,99.55811772839505
154,155,187.8028129876543
154,169,4.52536898765432
154,17,52.04174335802468
154,175,9.05073797530864
154,177,2.26268449382716
154,18,90.50737975308641
154,189,194.5908664691358
154,198,149.33717659259258
154,37,31.677582913580242
154,51,6.78805348148148
154,62,31.677582913580242
154,67,13.57610696296296
154,69,115.39690918518517
154,74,52.04174335802468
154,86,124.44764716049382
154,88,88.24469525925925
154,93,147.0744920987654
155,174,52.04174335802468
155,176,29.414898419753083
155,187,24.88952943209876
155,189,167.43865254320986
155,19,54.30442785185184
155,194,126.71033165432097
155,28,9.05073797530864
155,37,72.40590380246913
155,43,2.26268449382716
155,54,131.23570064197528
155,74,54.30442785185184
155,78,2.26268449382716
155,85,97.2954332345679
155,88,156.12523007407404
156,172,9.05073797530864
156,174,165.1759680493827
156,184,40.72832088888888
156,186,20.36416044444444
156,190,138.02375412345677
156,194,160.65059906172837
156,2,42.99100538271605
156,25,65.61785032098764
156,34,29.414898419753083
156,38,110.87154019753085
156,42,83.71932627160493
156,5,45.253689876543206
157,162,58.829796839506166
157,166,2.26268449382716
157,177,183.27744399999997
157,187,2.26268449382716
157,199,49.77905886419752
157,60,122.18496266666665
157,67,83.71932627160493
157,74,6.78805348148148
157,80,149.33717659259258
158,159,2.26268449382716
158,168,147.0744920987654
158,172,38.46563639506172
158,181,162.91328355555552
158,198,90.50737975308641
158,57,72.40590380246913
158,61,18.10147595061728
158,81,142.5491231111111
158,83,110.87154019753085
158,89,4.52536898765432
158,91,97.2954332345679
158,94,115.39690918518517
158,97,126.71033165432097
159,16,56.56711234567901
159,161,140.28643861728392
159,178,219.48039590123454
159,179,4.52536898765432
159,181,147.0744920987654
159,192,38.46563639506172
159,195,119.92227817283948
159,196,18.10147595061728
159,65,63.355165827160484
159,76,29.414898419753083
159,82,4.52536898765432
16,181,113.13422469135801
16,189,9.05073797530864
16,82,54.30442785185184
16,91,42.99100538271605
160,168,95.03274874074073
160,172,133.49838513580247
160,180,147.0744920987654
160,184,181.01475950617282
160,185,217.21771140740736
160,186,18.10147595061728
160,193,167.43865254320986
160,38,42.99100538271605
160,84,24.88952943209876
161,162,140.28643861728392
161,163,9.05073797530864
161,178,101.82080222222221
161,181,176.4893905185185
161,191,22.626844938271603
161,192,278.3101927407407
161,195,160.65059906172837
161,27,56.56711234567901
161,51,101.82080222222221
161,59,31.677582913580242
161,62,4.52536898765432
161,82,4.52536898765432
162,163,31.677582913580242
162,166,29.414898419753083
162,175,83.71932627160493
162,181,74.66858829629629
162,182,99.55811772839505
162,195,174.22670602469134
162,27,40.72832088888888
162,29,4.52536898765432
162,47,24.88952943209876
162,51,27.15221392592592
162,59,108.60885570370368
162,80,124.44764716049382
162,98,9.05073797530864
163,164,113.13422469135801
163,165,181.01475950617282
163,173,201.37891995061725
163,185,22.626844938271603
163,191,81.45664177777776
163,27,95.03274874074073
163,41,119.92227817283948
163,53,54.30442785185184
163,59,133.49838513580247
163,80,15.838791456790121
163,98,158.38791456790122
164,165,70.14321930864196
164,168,90.50737975308641
164,170,176.4893905185185
164,185,257.94603229629627
164,193,15.838791456790121
164,50,97.2954332345679
164,53,110.87154019753085
164,98,11.313422469135801
165,170,251.15797881481478
165,171,76.93127279012344
165,173,36.20295190123456
165,176,224.00576488888885
165,187,162.91328355555552
165,41,42.99100538271605
165,48,9.05073797530864
165,77,20.36416044444444
165,80,153.8625455802469
165,98,22.626844938271603
166,17,81.45664177777776
166,175,162.91328355555552
166,18,29.414898419753083
166,187,144.81180760493825
166,188,113.13422469135801
166,189,20.36416044444444
166,197,13.57610696296296
166,198,119.92227817283948
166,32,13.57610696296296
166,6,63.355165827160484
166,80,2.26268449382716
166,85,142.5491231111111
166,88,110.87154019753085
167,170,63.355165827160484
167,171,178.75207501234564
167,175,156.12523007407404
167,190,56.56711234567901
167,195,27.15221392592592
167,198,70.14321930864196
167,20,56.56711234567901
167,33,74.66858829629629
167,35,76.93127279012344
167,66,2.26268449382716
167,72,6.78805348148148
167,89,70.14321930864196
167,94,58.829796839506166
168,172,167.43865254320986
168,180,24.88952943209876
168,181,6.78805348148148
168,185,31.677582913580242
168,193,142.5491231111111
168,26,85.9820107654321
168,50,2.26268449382716
168,81,4.52536898765432
168,83,97.2954332345679
168,97,38.46563639506172
169,172,108.60885570370368
169,180,92.77006424691356
169,183,36.20295190123456
169,189,52.04174335802468
169,190,201.37891995061725
169,197,226.26844938271603
169,34,65.61785032098764
169,39,45.253689876543206
169,40,61.092481333333325
169,52,42.99100538271605
169,69,108.60885570370368
169,86,140.28643861728392
169,89,38.46563639506172
17,175,27.15221392592592
17,18,18.10147595061728
17,189,2.26268449382716
17,198,90.50737975308641
17,88,27.15221392592592
170,171,56.56711234567901
170,185,56.56711234567901
170,187,6.78805348148148
170,190,147.0744920987654
170,35,88.24469525925925
170,48,85.9820107654321
170,50,20.36416044444444
170,79,9.05073797530864
170,80,47.516374370370364
170,98,31.677582913580242
171,176,131.23570064197528
171,187,104.08348671604936
171,20,9.05073797530864
171,33,2.26268449382716
171,35,33.940267407407404
171,48,131.23570064197528
171,66,92.77006424691356
171,8,38.46563639506172
172,180,169.701337037037
172,186,4.52536898765432
172,190,70.14321930864196
172,193,124.44764716049382
172,26,13.57610696296296
172,34,29.414898419753083
172,38,20.36416044444444
172,81,38.46563639506172
172,83,18.10147595061728
172,89,196.85355096296294
172,94,45.253689876543206
173,176,4.52536898765432
173,193,13.57610696296296
173,196,9.05073797530864
173,41,61.092481333333325
173,53,49.77905886419752
173,64,165.1759680493827
173,65,74.66858829629629
173,73,133.49838513580247
173,76,4.52536898765432
173,77,183.27744399999997
174,184,27.15221392592592
174,186,169.701337037037
174,188,6.78805348148148
174,19,47.516374370370364
174,194,237.58187185185182
174,197,52.04174335802468
174,5,42.99100538271605
174,60,11.313422469135801
174,70,63.355165827160484
174,74,194.5908664691358
175,18,40.72832088888888
175,195,262.47140128395057
175,198,269.25945476543205
175,29,49.77905886419752
175,33,88.24469525925925
175,51,33.940267407407404
175,62,104.08348671604936
175,72,49.77905886419752
176,187,153.8625455802469
176,194,113.13422469135801
176,3,11.313422469135801
176,41,42.99100538271605
176,43,79.19395728395061
176,54,97.2954332345679
176,77,90.50737975308641
176,8,33.940267407407404
176,88,22.626844938271603
176,99,174.22670602469134
177,190,95.03274874074073
177,197,42.99100538271605
177,199,31.677582913580242
177,29,20.36416044444444
177,55,160.65059906172837
177,60,49.77905886419752
177,67,162.91328355555552
177,68,4.52536898765432
177,7,92.77006424691356
177,86,178.75207501234564
177,87,156.12523007407404
177,93,72.40590380246913
178,179,106.34617120987653
178,192,176.4893905185185
178,195,36.20295190123456
178,196,257.94603229629627
178,199,11.313422469135801
178,21,38.46563639506172
178,45,24.88952943209876
178,51,20.36416044444444
178,62,76.93127279012344
178,65,4.52536898765432
178,68,122.18496266666665
178,87,187.8028129876543
178,93,70.14321930864196
179,180,106.34617120987653
179,196,255.68334780246911
179,55,27.15221392592592
179,56,151.59986108641974
179,58,49.77905886419752
179,65,54.30442785185184
179,68,128.97301614814813
179,73,13.57610696296296
179,76,74.66858829629629
179,79,20.36416044444444
179,87,2.26268449382716
18,51,90.50737975308641
18,62,11.313422469135801
18,88,56.56711234567901
180,26,49.77905886419752
180,30,2.26268449382716
180,38,49.77905886419752
180,39,45.253689876543206
181,182,156.12523007407404
181,189,2.26268449382716
181,191,228.53113387654318
181,192,2.26268449382716
181,195,162.91328355555552
181,47,70.14321930864196
181,59,56.56711234567901
181,61,31.677582913580242
181,82,63.355165827160484
181,91,31.677582913580242
181,97,113.13422469135801
182,183,133.49838513580247
182,191,144.81180760493825
182,36,49.77905886419752
182,44,70.14321930864196
182,47,15.838791456790121
182,59,79.19395728395061
182,71,58.829796839506166
182,75,61.092481333333325
182,80,2.26268449382716
182,97,72.40590380246913
182,98,104.08348671604936
183,184,18.10147595061728
183,188,156.12523007407404
183,191,29.414898419753083
183,197,178.75207501234564
183,30,81.45664177777776
183,36,42.99100538271605
183,39,52.04174335802468
183,40,22.626844938271603
183,44,83.71932627160493
183,45,2.26268449382716
183,49,151.59986108641974
183,61,110.87154019753085
183,70,190.06549748148146
183,71,156.12523007407404
183,75,24.88952943209876
183,81,58.829796839506166
183,95,58.829796839506166
183,97,58.829796839506166
184,185,162.91328355555552
184,186,18.10147595061728
184,199,56.56711234567901
184,2,45.253689876543206
184,25,27.15221392592592
184,38,20.36416044444444
184,5,81.45664177777776
184,70,9.05073797530864
184,71,81.45664177777776
184,75,85.9820107654321
184,84,67.88053481481481
184,9,18.10147595061728
184,90,29.414898419753083
184,95,81.45664177777776
185,193,97.2954332345679
185,199,22.626844938271603
185,53,24.88952943209876
185,75,61.092481333333325
185,79,42.99100538271605
185,90,140.28643861728392
185,98,160.65059906172837
186,187,36.20295190123456
186,188,214.9550269135802
186,190,29.414898419753083
186,193,174.22670602469134
186,35,24.88952943209876
186,48,95.03274874074073
186,84,135.76106962962962
187,188,158.38791456790122
187,28,40.72832088888888
187,32,15.838791456790121
187,48,88.24469525925925
187,80,6.78805348148148
187,85,171.9640215308642
187,88,79.19395728395061
188,191,255.68334780246911
188,193,27.15221392592592
188,197,214.9550269135802
188,32,54.30442785185184
188,6,4.52536898765432
188,61,101.82080222222221
188,71,11.313422469135801
188,81,2.26268449382716
188,84,117.65959367901233
189,19,22.626844938271603
189,191,18.10147595061728
189,198,257.94603229629627
189,32,29.414898419753083
189,4,45.253689876543206
189,40,153.8625455802469
189,52,106.34617120987653
189,69,33.940267407407404
189,78,83.71932627160493
189,82,199.1162354567901
189,85,181.01475950617282
189,88,6.78805348148148
189,91,181.01475950617282
189,96,31.677582913580242
19,40,2.26268449382716
19,70,15.838791456790121
190,194,106.34617120987653
190,196,4.52536898765432
190,197,15.838791456790121
190,34,113.13422469135801
190,35,79.19395728395061
190,42,101.82080222222221
190,46,133.49838513580247
190,55,63.355165827160484
190,56,2.26268449382716
190,58,2.26268449382716
190,69,4.52536898765432
190,79,11.313422469135801
190,86,97.2954332345679
190,89,128.97301614814813
191,192,2.26268449382716
191,32,56.56711234567901
191,59,97.2954332345679
191,61,76.93127279012344
191,71,4.52536898765432
191,82,151.59986108641974
191,84,20.36416044444444
192,199,255.68334780246911
192,23,56.56711234567901
192,4,38.46563639506172
192,45,52.04174335802468
192,49,4.52536898765432
192,82,74.66858829629629
192,92,22.626844938271603
192,95,83.71932627160493
193,53,90.50737975308641
193,64,4.52536898765432
193,66,9.05073797530864
193,83,85.9820107654321
193,84,74.66858829629629
193,94,18.10147595061728
194,199,142.5491231111111
